Dates;Consommation;Conso_p_sinus;Err_sinus;Conso_p_exog;Err_exog;Conso_p_filter;Err_exog_filter;Conso_p_reduit_noreg;Err_filter_noreg;Conso_p_reduit;Err_filter_exog_filter;Conso_p_LinReg;Err_LinReg;Conso_p_LinReg_filter;Err_LinReg_filter
2020-06-18 15:00:00;47017.16666666666;53183.09470896441;6165.928042297754;51316.65589496885;4299.489228302191;51758.44361269944;4741.276946032784;45910.68808213326;1106.4785845333972;45520.55679669052;1496.609869976135;43469.04809319641;3548.118573470245;44159.58225966769;2857.584406998969
2020-06-18 18:00:00;46139.83333333334;49939.70106130358;3799.867727970239;49186.914298542426;3047.080965209083;48029.0218510877;1889.188517754359;46505.629722450336;365.79638911699294;43640.97569884674;2498.8576344866015;45473.001687427735;666.8316459056077;46038.97864505749;100.85468827585282
2020-06-18 21:00:00;44013.83333333334;45923.35245467809;1909.519121344747;47258.41393828405;3244.580604950708;46063.888962751276;2050.0556294179332;45415.11450307023;1401.2811697368888;43811.484885775935;202.34844755740778;49885.829594991694;5871.996261658351;50177.52398996812;6163.690656634775
2020-06-19 00:00:00;41045.16666666666;41979.08950900881;933.9228423421519;43367.232819957615;2322.066153290958;42920.037775022014;1874.8711083553571;41233.333063111546;188.16639644488896;40874.709919963025;170.45674670363223;52140.716899903346;11095.550233236689;52292.2571167788;11247.09045011214
2020-06-19 03:00:00;35719.333333333336;37399.73434304054;1680.4010097072023;39011.69194023537;3292.358606902031;39481.041299323595;3761.7079659902593;37552.39682690814;1833.0634935748021;38934.298181412865;3214.9648480795295;53278.54294052036;17559.209607187026;53359.36074337663;17640.027410043294
2020-06-19 06:00:00;41568.16666666666;46287.031466501605;4718.864799834948;46646.90167999585;5078.735013329191;48626.405169079546;7058.238502412889;44296.29407719281;2728.1274105261546;46889.066061537575;5320.899394870918;52118.617233487326;10550.45056682067;52271.53107137528;10703.36440470862
2020-06-19 09:00:00;48946.33333333334;55299.23111912035;6352.897785787005;54605.199953096126;5658.866619762783;55121.71724588108;6175.383912547739;50635.65471498738;1689.3213816540374;51503.88190383125;2557.5485704979073;46858.000181221054;2088.333152112289;47337.8915392974;1608.4417940359417
2020-06-19 12:00:00;50379.0;56139.23758829288;5760.237588292883;54866.4658735985;4487.4658735984995;55497.82016896202;5118.820168962018;50909.61266189613;530.612661896128;51379.656048461075;1000.6560484610745;44081.93713992066;6297.0628600793425;44734.37673713181;5644.62326286819
2020-06-19 15:00:00;45782.5;51996.06672172737;6213.566721727373;51325.61762870856;5543.117628708562;50936.31728632012;5153.817286320118;45553.61073114754;228.88926885245746;45234.21160461015;548.288395389849;43139.53786461985;2642.9621353801485;43850.55298158538;1931.9470184146194
2020-06-19 18:00:00;44336.0;49179.31152244829;4843.31152244829;48768.97450073516;4432.974500735159;47564.7571612859;3228.757161285903;45308.24200372122;972.2420037212214;42620.4256067509;1715.5743932491023;45215.24187477952;879.2418747795164;45797.2400830547;1461.2400830546976
