Dates;Eolien;Capa_eol;TCH_eol;Eol_p_sinus;Err_sinus;Eol_p_exog;Err_exog;Eol_p_filter;Err_exog_filter;Eol_p_reduit_noreg;Err_filter_noreg;Eol_p_reduit;Err_filter_exog_filter;Eol_p_LinReg;Err_LinReg;Eol_p_LinReg_filter;Err_LinReg_filter
2020-01-02 06:00:00;2062.1666666666665;16497;0.12500252571174555;2342.727571482105;280.5609048154384;2697.103882848575;634.9372161819085;2746.6991737722856;684.5325071056193;2145.1519719569123;82.9853052902461;3208.3312033091097;1146.1645366424432;4374.02306834412;2311.856401677453;4374.721315770105;2312.5546491034393
2020-01-02 09:00:00;2628.5;16497;0.15933199975753168;1989.102367479276;639.3976325207243;2718.9353288292127;90.43532882921272;2837.430479233448;208.93047923344793;1933.4816824573415;695.0183175426587;2770.33667961904;141.83667961903993;4469.4723444606725;1840.972344460672;4471.1322478529555;1842.6322478529555
2020-01-02 12:00:00;3013.833333333333;16497;0.1826897819805621;1858.88993730588;1154.9433960274528;2836.961876793296;176.87145654003683;1619.5086405847667;1394.3246927485663;2609.0173288602728;404.8160044730601;2207.77338585145;806.059947481883;5336.448847210851;2322.615513877519;5339.1629468071815;2325.3296134738484
2020-01-02 15:00:00;3986.5;16497;0.2416499969691459;3183.569800526475;802.930199473525;3359.474714045498;627.025285954502;3381.615062400873;604.8849375991274;3208.194207041433;778.3057929585672;3355.9654822168236;630.5345177831765;4929.024807746433;942.5248077464327;4931.874524977995;945.3745249779951
2020-01-02 18:00:00;5762.833333333332;16497;0.3493261401062819;4067.1371314512417;1695.6962018820907;4293.912912698487;1468.920420634845;4556.414485480816;1206.418847852516;3878.327088688715;1884.506244644617;4501.2401396393;1261.5931936940328;4504.167451134113;1258.6658821992185;4506.315535257211;1256.5177980761207
2020-01-02 21:00:00;6749.166666666668;16497;0.40911478854741273;4452.0152156779895;2297.151450988678;4564.90601867285;2184.2606479938177;4493.898826958679;2255.267839707989;4023.0056966561788;2726.160970010489;4555.266935913289;2193.8997307533796;4866.949283833574;1882.2173828330945;4868.509518720624;1880.6571479460436
2020-01-03 00:00:00;7249.333333333332;16499;0.4393801644544113;4194.472901475129;3054.860431858203;4028.27214723311;3221.061186100222;4411.975189373987;2837.3581439593454;4463.422388654161;2785.9109446791704;4220.550409508208;3028.7829238251243;5179.241961965443;2070.0913713678888;5180.54460380308;2068.7887295302526
2020-01-03 03:00:00;8091.0;16499;0.490393357173162;4114.532873071745;3976.4671269282553;4253.296893165808;3837.703106834192;4483.815120194285;3607.184879805716;5217.659979554083;2873.3400204459163;5008.571989608375;3082.428010391626;5343.428718435832;2747.5712815641677;5344.587390318589;2746.4126096814107
2020-01-03 06:00:00;8905.0;16499;0.5397296805867022;3783.5701426172163;5121.429857382784;4447.51652312138;4457.48347687862;3970.688649000888;4934.311350999113;3382.552357706371;5522.447642293629;4251.63993227609;4653.36006772391;5483.8880921928485;3421.1119078071515;5485.632465821419;3419.3675341785815
2020-01-03 09:00:00;8673.666666666666;16499;0.5257086288057862;2987.018205151568;5686.6484615150985;3404.149559743407;5269.517106923259;3444.2307339976273;5229.435932669039;2818.7933616431988;5854.873305023467;3297.489921763697;5376.176744902969;5622.808798727878;3050.857867938788;5624.853213617821;3048.8134530488446
2020-01-03 12:00:00;8626.166666666666;16499;0.522829666444431;2771.927280556037;5854.239386110629;2827.6976817570453;5798.468984909621;2185.4688488464844;6440.6978178201825;2788.2225189238475;5837.944147742819;2323.280948580599;6302.885718086067;6469.938814688423;2156.227851978244;6472.023774417842;2154.1428922488244
2020-01-03 15:00:00;6735.833333333332;16499;0.40825706608481316;2950.0469948037367;3785.786338529596;2976.087604809864;3759.7457285234686;2847.913015219007;3887.9203181143257;2859.577582310064;3876.255751023268;2719.931111947192;4015.90222138614;5928.016838480153;807.8164948531794;5929.421179402107;806.4121539312252
2020-01-03 18:00:00;5582.333333333332;16499;0.33834373800432344;3313.1407179025664;2269.192615430766;3249.783237803606;2332.5500955297266;3403.136569241736;2179.196764091596;2924.3779488528553;2657.955384480477;3097.2000924671756;2485.133240866157;5150.849096610644;431.4842367226885;5151.704632846619;430.62870048671346
2020-01-03 21:00:00;4305.333333333333;16499;0.2609451077843101;2336.1949972785346;1969.138336054798;2880.0306022393593;1425.3027310939733;2182.0254183139045;2123.3079150194285;2348.8894604524435;1956.443872880889;2605.9830288304065;1699.3503045029263;5063.95765838417;758.6243250508375;5064.680224637359;759.3468913040259
2020-01-04 00:00:00;3466.666666666666;16503;0.21006281686158068;2445.787245861414;1020.879420805252;2871.269899645296;595.3967670213701;2332.7841473065473;1133.8825193601185;2083.6488283119916;1383.0178383546745;1872.9337445582216;1593.7329221084444;4950.444669957686;1483.77800329102;4950.83204035269;1484.1653736860233
